"","FPKM.SRR25626852","FPKM.SRR25626853","FPKM.SRR25626854","FPKM.SRR25626855","FPKM.SRR25626856","FPKM.SRR25626857"
"6PGDH",13.915277,12.290821,11.598549,31.795439,32.075283,31.500628
"ABC1",74.893417,68.240326,73.454239,47.604088,48.871353,53.398422
"ABCA19",13.78546,12.743769,16.11528,17.863159,20.004406,18.822025
"ADC",96.872902,132.739197,121.529434,88.34877,86.316231,73.276855
"AGA1",3.408738,3.74583,4.187164,49.811966,50.26601,46.650562
"AGA2",50.7814052461944,62.819358639637,46.8092782098946,115.928083635831,110.076453004977,113.877760111534
"AGA3",54.6865520531194,50.4495053864528,47.5226737939394,58.2565390762923,59.3992705333333,57.0093347329768
"ANK",314.217312297521,303.605716232676,299.329645001907,229.627119186904,238.987431952956,238.209053939606
"AOS",29.151377,30.631987,25.37973,57.676498,57.646866,60.899372
"AQUAPORIN",47.415615,70.65023,62.505512,28.164064,28.903118,20.059349
"ATMRK1",12.031097,15.316784,13.307243,11.020077,11.546371,11.180037
"BG2",3.810399,5.169387,4.904257,27.131647,28.420126,30.407049
"BI-1",57.245888,65.311409,65.571098,80.442642,80.655083,68.967621
"CAG2",258.085716776065,209.77798887942,204.322630265639,233.812285875793,243.39743400816,314.96218387942
"CAG3",73.9329125115176,67.243439147019,68.7747087384824,78.4178947378049,81.3224020772358,92.5191650602981
"CAGL2",412.396057,379.176025,382.315948,521.559021,529.061096,557.614319
"CAX1",0,0,0,1.724428,1.909,1.748611
"CAX2",57.1902960698925,56.8129985596285,53.6456397057674,58.0452749897361,64.357510913001,58.1372797057673
"CAX3",347.042996131673,337.445038622776,322.337641177936,748.20376297153,774.672169313167,762.803518419929
"CAX4",0.29518,0,0,0,0,0
"CAX5",0.513280507746127,0.30765747826087,0.642290762618691,4.3763108065967,3.67021848325837,3.28582862218891
"CAX6",1.18040055778345,1.48839666788188,1.21522976084579,5.03135744331024,4.9803613977397,3.81671694531535
"CAX8",51.1404088858465,53.6627763740841,58.9913203844967,44.0678944612418,47.326896,42.7528762984959
"CBF3",0,0,0,0,0,0
"CDPK5",13.150672,12.665349,12.336469,27.005489,27.808079,30.793589
"CFL",0.488442,0.356022,0.650456,0.309842,0.260331,0.579914
"CHRC",68.611221,65.224686,63.292747,78.640549,80.180611,81.55085
"CHRD",2.472682,3.939834,3.192513,1.840347,2.588552,1.78137
"CLCA",144.84549,122.118462,127.766457,17.235704,15.696555,20.100962
"CLCG",35.204536,31.585545,32.080601,8.536083,8.394788,9.095096
"CPC-1",1.540268,1.447108,1.336157,4.551651,5.00508,5.226743
"CR9",742.07019,622.167236,727.898438,319.479858,318.81189,347.949005
"CS-ACO1",12.613259,33.777897,11.607318,10.852698,10.236716,11.185488
"CS-ACS1",0,0.162908,0,0.787217,0.767089,0.602732
"CS-ACS2",0.619659,1.08399,2.453619,3.419269,3.045496,2.516404
"CS-AUX1",0.440979106678231,0.286097658282741,0.716752799653079,3.4473194848222,2.72240753686036,3.12333277710321
"CS-ERS",26.9614799137194,24.8464519836766,21.2434475876409,38.3398924566654,38.5351228736883,38.2864056984065
"CS-ETR1",118.222343,112.470322,117.863953,83.449669,83.704872,81.776054
"CS-ETR2",83.3506327665842,73.8819919413366,80.3935983972772,59.7353674888614,59.1539342621287,56.7442441329208
"CS-EXPA1",0,0,0,0,0,0
"CS-EXPA2",0,0,0,0,0,0
"CS-PIN1",0.668492,0.685167,0.59504,1.275814,0.967952127667984,1.05141189130435
"CsCp000",0,0,0,0,0,0
"CsCp001",0,0.22515144740533,0,0,0,0
"CsCp002",0,0,0,0,0,0
"CsCp003",0,0,0,0,0,0
"CsCp004",0,0,0,0,0,0
"CsCp005",0,0,0,0,0,0
"CsCp006",0,0,0,0,0,0
"CsCp007",0,0,0,0,0,0
"CsCp008",0,0,0,0,0,0
"CsCp009",14.787292389755,36.7554823095768,24.6947051826281,19.0447563608018,21.1747647327394,18.8373304743875
"CsCp010",0.015366493765586,0.00783255860349127,0,0.00459330673316708,0.00972954613466334,0
"CsCp011",1.17055958850458,1.42286919582909,1.43766065005086,1.30937675584944,1.5493775584944,1.72213793743642
"CsCp012",0.347454511041009,0.900363319062641,0.656921910770617,0.593325013519603,0.427220441640379,0.428220141955836
"CsCp013",3.22514856,7.35933928,3.13729376,1.68023904,3.38624904,3.19485448
"CsCp014",0.617608971751412,1.31863141242938,0.507777898305085,0.591570372881356,0.651990598870057,0.832279593220339
"CsCp015",8.14570975,11.737583,9.474499625,2.728768625,3.24719625,11.454713625
"CsCp016",1.10535421832359,1.60578883820663,1.30423468031189,0.996210881091618,1.14635211306043,1.39868168226121
"CsCp017",4.07127437647059,7.29021716470588,2.71533127058824,5.36925236470588,3.55859354117647,4.83742341176471
"CsCp018",24.7593231780822,29.4604984109589,27.2153779726027,19.1868762739726,27.0375287671233,30.3295673424658
"CsCp019",0.604757419354839,0.125773935483871,0.0889103225806452,0.138639096774194,0.109233677419355,0.158982580645161
"CsCp020",0.512187567567568,0.91473972972973,0.388655675675676,0.207423243243243,0.412504054054054,0.653155135135135
"CsCp021",1.94807335227273,2.67224642045455,2.78924028409091,1.76691613636364,1.15774909090909,1.09308579545455
"CsCp022",0.00442713923061902,0.00471099375122047,0.00563374672915446,0.00544015602421402,0.00965996231204843,0.00690143565709822
"CsCp023",0.305191833333333,0.322659166666667,0.476845833333333,1.12135333333333,0.805665,1.33299016666667
"CsCp024",0,0.0121763136094675,0,0.0131190742932281,0.0071145963182117,0.0128332176199869
"CsCp025",0,0,0,0,0,0
"CsCp026",3.37144419512195,9.44013526829268,5.9959052195122,4.32126504878049,4.62045980487805,6.48349273170732
"CsCp027",2.28361011290323,8.40498157258065,3.11882787096774,2.35560759677419,1.52972484677419,3.07514837903226
"CsCp028",0.0755467383966245,0.217181683544304,0.110734092827004,0.0608791603375527,0.0593261518987342,0.0755194008438819
"CsCp029",0.0108866355140187,0.0115234744787922,0.0107472746225737,0.0074668360891445,0.0107783896477354,0.00798754852624011
"CsCp030",0.012121434165443,0,0.00624692266275086,0.00533431375428292,0.00511658737151248,0.0084432657856094
"CsCp031",0,0.00373815049751244,0.00771330348258707,0,0,0
"CsCp032",7.426328,18.6803960833333,6.698307375,5.73894204166667,6.34308195833333,7.70612325
"CsCp033",53.1934445,125.4084195,80.5943915,41.74163,44.2355095,59.915387
"CsCp034",44.7278863428571,97.2959981142857,59.0763636,38.1284416571429,45.4829846571429,49.6100944285714
"CsCp035",4.01108797297297,6.52245891891892,6.19055918918919,2.98897216216216,3.95327189189189,4.93634513513514
"CsCp036",0.373704523809524,0,0,0.169939285714286,0,0
"CsCp037",1.570752,8.20411931506849,2.62365624657534,2.93108917808219,5.10760873972603,6.26895378082192
"CsCp038",0.593428152777778,0.286557444444444,0,0.253690208333333,0,0
"CsCp039",0,0.0581299152542373,0.0296203389830508,0.0432151365348399,0.0551758851224106,0.0251576789077213
"CsCp040",0.0115760303030303,0.0444238708513709,0.0094675101010101,0.0427477676767677,0.0248567106782107,0.0285406825396825
"CsCp041",3.20287035483871,4.37588003225806,5.65546587096774,3.75480551612903,3.2595974516129,5.33847116129032
"CsCp042",2.48674536507937,2.09218333333333,1.00148076190476,2.36736858730159,1.96226366666667,2.61314112698413
"CsCp043",4.98131607042254,4.98356564788732,2.72921294366197,2.87421354929577,4.76314284507042,3.19765677464789
"CsCp044",0,0.298571135135135,0.344932162162162,0.607750432432432,0.561058702702703,0.389089189189189
"CsCp045",0.0782764785478548,0.0782800924092409,0,0.0719341518151815,0.0996098250825082,0
"CsCp046",0.235942518367347,0.574774459863946,0.422403991836735,0.195932740136054,0.221538878911565,0.203471281632653
"CsCp047",0.906871703062583,1.72417523169108,1.48593296404794,1.04817773901465,0.819070958721704,1.3484700918775
"CsCp048",5.26741840588235,52.320976782353,9.05287076470588,4.29450114705882,4.56118623529412,11.4636315705882
"CsCp049",18.5392351058824,23.0155012941176,14.7630254117647,15.4468377882353,10.8966098117647,14.6495764941176
"CsCp050",0.0894997821782178,0.499437198019802,0.396287891089109,0.23302597029703,0.160833306930693,0.20952598019802
"CsCp051",4.51277342465753,8.57243116438356,6.86756239726027,4.21159849315069,4.27768150684931,4.30663273972603
"CsCp052",4.54042729411765,7.97954964705882,6.79467352941176,5.64493870588235,2.01789282352941,7.07531682352941
"CsCp053",5.94019076712329,12.9365424657534,5.19315394520548,3.91933450684931,4.18288968493151,7.37314750684932
"CsCp054",0.267990955974843,1.04524755345912,0.587872440251572,0.17054813836478,0.0907443459119497,0.400508886792453
"CsCp055",0.48861381938326,1.40415101762115,0.714262149779736,0.275205991189427,0.186575484581498,0.763703841409692
"CsCp056",0.907047272727273,2.6046958677686,1.21766776859504,2.31592958677686,2.1220320661157,3.29921785123967
"CsCp057",4.90945405263158,18.2380291578947,10.4280551052632,20.2813048421053,17.053281,23.0432878421053
"CsCp058",0.585298849315068,3.21800021917808,0.627905753424657,1.11230071232877,0.298490301369863,0.778178630136986
"CsCp059",0,0.195660890510949,0.0566374744525547,0.153306423357664,0.143287737226277,0.120860525547445
"CsCp060",0.0344829619238477,0.0406958476953908,0.0118875043420174,0.0112787468269873,0.0178994976619906,0.0192335243820975
"CsCp061",0.0436292830188679,0.0682300167714885,0.0223592732354996,0.0225252173305381,0.0781924542278127,0.0333530566037736
"CsCp062",0,0,0,0,0,0
"CsCp063",0,0.790200631578947,0.897978631578947,1.09061005263158,0.951171157894737,0.850990105263158
"CsCp064",0.535597621621622,0.772918621621622,1.05714397297297,0.561840243243243,0.673535837837838,1.18677981081081
"CsCp065",1.89610557391304,2.76531460869565,2.3235072173913,3.26095257391304,3.28169389565217,3.06609660869565
"CsCp066",0.721968921630094,0.858686482758621,0.636459467084639,0.40827273354232,0.475419429467085,0.447295617554859
"CsCp067",1.91764009756098,11.0055290731707,4.27388995121951,2.81341746341463,2.02348965853659,2.77687063414634
"CsCp068",15.9102175897436,36.9015342051282,18.3686353846154,19.4660915897436,21.0196509487179,28.3525137692308
"CsCp069",0.84872335,0.99911595,0.23817355,1.2970179,0.66988775,1.59202235
"CsCp070",0.532874047619048,0.836786761904762,0.157641,0.666355380952381,0.430584,0
"CsCp071",1.9219765625,5.7554078125,3.2711353125,2.6077854375,2.2805019375,3.439654125
"CsCp072",6.53752421052632,9.62705178947368,9.61522294736842,8.16274231578947,9.04032757894737,10.8836829473684
"CsCp073",17.4560181486486,38.5332439459459,21.3129167432432,17.9649304459459,17.2973200135135,26.6525992297297
"CsCp074",28.3557198648649,32.3367877297297,39.3100984054054,26.228676972973,27.7127202162162,36.1107936486487
"CsCp075",6.98498654385965,6.77002670175439,8.32331512280702,5.22864350877193,5.32087610526316,6.28534345614035
"CsCp076",0.680846,0.792597090909091,1.19018475757576,0.97677503030303,0.536862272727273,1.11027939393939
"CsCp077",3.22714157142857,1.56268928571429,2.51939957142857,1.25231014285714,1.48116214285714,2.40494142857143
"CsCp078",1.63138339830508,1.94100358474576,1.28391569491525,2.23410737288136,1.52073343220339,1.14876475423729
"CsCp079",3.4766524516129,4.53877516129032,4.84077632258065,2.87552258064516,1.88467812903226,3.71325516129032
"CsCp080",2.70558745408163,1.91124875510204,2.76217437244898,1.31220330612245,1.01987964795918,1.37604739285714
"CsCp081",0.46410615324165,0.458267614931238,0.337965929273084,0.348875721021611,0.334209243614931,0.276545992141454
"CsCp082",0,0,0,0.585696868421053,0,0.756562342105263
"CsCp083",23.16594375,23.99699375,22.86860625,19.9406375,17.3510375,22.8620875
"CsCp084",1.48505391891892,1.67310472972973,1.02567464864865,1.29698405405405,0.906575378378378,1.2809977027027
"CsCp085",0,0,0.0353377407407407,0.0418079444444444,0.050314975308642,0.0536585648148148
"CsCp086",5.44038895031056,4.99758313043478,4.95282891304348,4.99702663975155,3.90266916149068,4.33523555279503
"CsCp087",0.0391605898203593,0.0316971107784431,0.0457455988023952,0.0461858443113772,0.0409946497005988,0.0632302005988024
"CsCp088",9.19532000719425,11.9907657266187,12.2643455683453,7.09914653956834,7.10174933093525,6.58919794964029
"CsCp089",15.9916708421053,20.3924595789474,17.4316124210526,9.75517673684211,9.05070536842105,13.3329053684211
"CsCp091",0,0,0,0,0.0304126222222222,0
"CsCp092",13.676557495935,844.299142298103,93.7101505907859,30.1294439566396,22.9108568346883,240.926142363144
"CsCp093",0,0.242094,0.0889955294117647,0.0758061176470588,0.0712685294117647,0.0893251764705882
"CsCp094",0.0589281111111111,0.120050666666667,0.0377564444444444,0,0.0287957777777778,0.050931
"CsCp095",29.6254334969325,1232.71679106339,149.158811002045,48.3471475664622,40.1704038445808,353.658026339468
"CsCp096",0.304722731182796,2.92889950896057,0.567608265232975,0.174949376344086,0.281527795698925,0.959241584229391
"CsCp097",0.05538368,0.05553108,0,0.0267916,0,0
"CsCp098",0,0.0457991773049645,0,0,0,0.0528903191489362
"CsCp099",0,0,0,0,0,0
"CsCp100",0,0.0192430738322451,0,0.025427993972878,0.035457591160221,0.0367073108990457
"CsCp102",1.56309796296296,1.02087740740741,1.2493962962963,2.6567587037037,2.20297,3.80282425925926
"CsCp103",0.142769732550554,0.171942491846054,0.24307151989563,0.176422074363992,0.222859021526419,0.190272041748206
"CsCp104",0.788505115384615,1.84500705769231,1.27171725641026,1.03607840384615,1.18034138461538,1.42333469871795
"CsCp105",8.993471875,12.193358875,10.543023125,12.987235125,12.03180725,19.1194125
"CsCp106",0.198590754691689,0.769932514745308,0.155657654155496,0.25482764075067,0.207915341823056,0.260435847184987
"CsCp107",1.9764795,2.806904,3.744862,2.67760625,2.429266,8.097015
"CsCp108",10.1937597534247,11.6991883972603,13.5578338767123,7.1384875890411,6.63333201369863,13.21659
"CsCp109",0.245891002846975,0.423835765836299,0.300718893950178,0.237805307829182,0.254269763701068,0.263823538078292
"CsCp110",10.9225537864078,14.898799223301,12.5024574757282,12.1691778640777,14.6134695145631,14.6808699029126
"CsCp111",14.8163895371901,15.1246863966942,9.84409651239669,13.999598231405,10.9356490909091,16.1316527107438
"CsCp112",4.45650364864865,1.63555406756757,1.22669598648649,2.99934032432432,2.83314604054054,2.01555162162162
"CsCp113",41.7866033333333,52.6984366666667,43.02098,46.0398683333333,45.2429833333333,51.937115
"CsCp114",0.0591698571428571,0.0174062142857143,0.0219341785714286,0.0417995357142857,0.0224567142857143,0
"CsCp115",0,0,0,0,0,0.147775309090909
"CsCp116",0,0.5076812125,0,0,0,0.2626350375
"CsCp117",0.0864776945304438,0.86057392879257,0.14710462125903,0.0429274024767802,0.0810590866873065,0.264211156862745
"CsCp118",6.62353696407186,254.99881870326,32.0680839614105,11.4452136094478,9.50175065136394,80.568098740519
"CsCp119",0.19991643495935,0.335812166666667,0.228710483739837,0.128223016260163,0.0864815569105691,0.283644764227642
"CsCp120",0,0.350399294117647,0.180340705882353,0.153744,0.0781849411764706,0.227816235294118
"CsCp121",7.28736779661017,445.374498451977,48.5838559322034,13.7140354858757,12.219213920904,127.273422282486
"CsCp122",0,0,0,0,0.0446054161490683,0
"CsCp124",1.6672539,2.0946666,1.80912853333333,1.00794503333333,0.929464033333333,1.42209296666667
"CsCp125",3.11196406091371,4.27538914720812,4.4286165177665,2.45815253045685,2.34850023096447,2.3100987106599
"CsCp126",0.143732274725275,0.116338846153846,0.167901428571429,0.169517274725275,0.150463879120879,0.232075681318681
"CsCp127",0.415331765425532,0.399382736170213,0.38521322712766,0.434743559042553,0.329483139893617,0.350762265957447
"CsCp128",0,0,0.503238027777778,0.455150361111111,0.604260361111111,0.482737972222222
"CsCp129",1.37102683783784,2.02405118918919,1.90245964864865,2.08036354054054,1.09687710810811,1.79412972972973
"CsCp130",11.5230272727273,12.5172818181818,10.0699295454545,13.7406136363636,9.13433863636364,11.9004204545455
"CsCp131",10.5224822912621,9.3384640776699,8.46210069902913,6.38054038834952,6.71060912621359,4.97631623300971
"CsCp132",0.377575879132599,0.345851082829719,0.528365315321721,1.5251626327764,1.20682831354426,1.27810606114469
"CSIAA2",7722.66053917808,8089.70710068493,6718.75114506849,4942.28460493151,5131.94994260274,5152.42129191781
"CSP0",1396.68288580556,1693.89253897222,1483.04085163889,3923.79679086111,4075.27532433333,3715.99862505556
"CSPHR",0.952447871227364,1.42169664386318,1.53145999195171,1.50116610060362,1.31241426156942,1.464150277666
"CSPIN5",0,0,0,0,7.19169204166667,0
"CSPIN6",5.59350295726496,7.32969677777778,5.68181705982906,2.87439109401709,2.24868695726496,2.20927070940171
"CSPK3",0,0,0,0.191740994129159,0,0.18680326679713
"CSTFL1B",9.81242158024691,3.82879033333333,3.28659888888889,0,0,0
"CSTFL1LC2",1.65010544444444,2.60477069063181,2.21835835294118,1.1008194291939,1.16514305446623,1.2750104379085
"CTR1",1056.19626302703,1067.09130914865,1182.02656562162,1083.42055093243,1105.73681736486,1108.43533308108
"CUM26",0.547305368794326,0,0,2.5984975,2.73546845744681,2.98301468085106
"CUPG1",3.70816880727273,3.40422922181818,2.76634872727273,12.7299866109091,16.0258233527273,15.8722392
"CusaM_p01",22.3598589677419,44.5106086451613,27.7240494193548,61.3246749677419,67.4103135483871,48.3809252903226
"CusaM_p02",0.199619038718291,0.567915654205608,0.253670794392523,0.624970714285714,0.412592830440587,0.375178371161549
"CusaM_p03",1.81210306818182,2.27727980113636,1.646604125,2.70977563068182,2.62241538068182,2.0699835625
"CusaM_p04",1.33258861123596,1.67255237977528,1.26069708314607,1.9445925752809,2.03982721123596,1.50282580898876
"CusaM_p06",0.051006553064275,0.0440345112107623,0.0586639058295964,0.0695193019431988,0,0
"CusaM_p07",1.79227692944785,4.18038253374233,2.4865870398773,2.46483764417178,2.00940813803681,2.53292457668712
"CusaM_p08",0.914892483221476,4.60079051677852,1.50598659060403,2.05344360402685,1.86258390604027,1.46582999328859
"CusaM_p09",0.514517958868895,0.648578683804627,0.444531275064267,0.646197100257069,0.344793979434447,0.754061881748072
"CusaM_p10",0.278389587939698,0.969849025125628,0.491085226130653,0.591090613065327,0.375838552763819,0.221808763819095
"CusaM_p11",5.07166099303136,5.94620544425087,5.49224859756098,12.3927423867596,13.1034781358885,11.9494842595819
"CusaM_p12",0.552605432926829,0.489024878048781,0,0.55563343902439,0.420737597560976,0.369582091463415
"CusaM_p13",0.187198749367089,0.115982521518987,0.184910936708861,0.34493882278481,0.194564698734177,0.207514308860759
"CusaM_p14",0.265945826086956,0.626025217391304,0,0.517823478260869,0.878864,0.714478434782609
"CusaM_p15",1.54339949579832,1.14265848739496,1.10954365546218,0.347355420168067,0,0.340055462184874
"CusaM_p16",4.66693838095238,8.36529453968254,5.62199419047619,2.21676377777778,1.67093628571429,2.34276019047619
"CusaM_p17",3.05572557931034,4.54620495172414,3.14506187586207,1.34368432413793,1.71698571034483,2.14610267586207
"CusaM_p18",0.240105374233129,0.676492245398773,0.320174208588957,0.622055582822086,0.522674969325153,0.426419779141104
"CusaM_p19",0.359901418282548,0.363617584487535,0.279505556786704,0.106013800554017,0.100327091412742,0.195921767313019
"CusaM_p20",3.12713384134615,4.1724841875,3.14675026442308,3.08142644711538,2.46974151923077,2.65785370673077
"CusaM_p21",0.588002264150943,0,0,0,0.376668867924528,0
"CusaM_p23",0.867004969325153,1.29755849079755,0.503215582822086,1.21685488343558,0.892644478527607,0.860009006134969
"CusaM_p24",0.264052276923077,0.363963846153846,0,0,0,0.1754228
"CusaM_p25",2.49949510233918,3.10211867836257,2.63060033040936,0.910786298245614,0.924476070175439,1.35624938011696
"CusaM_p26",0.393326637096774,0.522569649193548,0.0973661733870968,1.22278822983871,0.557120504032258,0.730588100806452
"CusaM_p27",1.83660875634518,4.55023096446701,2.4897807106599,2.23694961928934,1.81760824873096,2.51470469543147
"CusaM_p28",3.45809394871795,6.67558290598291,2.3076015042735,3.94228403418803,3.45640916239316,3.77634352136752
"CusaM_p29",117.301316746667,131.076490186667,109.897175093333,129.463032213333,113.692896586667,126.729466133333
"CusaM_p30",4.797684953125,11.176069453125,4.385347703125,8.616507484375,6.653516109375,9.059491421875
"CusaM_p31",0.399865699421965,0.570793930635838,0.327469606936416,0.289906994219653,0.381616052023121,0.373533046242775
"CusaM_p32",0.568500972440945,0.852637159448819,0.227286616141732,0.772099076771654,0.606919043307087,0.74953175
"CusaM_p33",2.06401488372093,3.18944372093023,0.950323720930233,1.83567162790698,1.64159162790698,1.8863776744186
"CusaM_p34",2.61408087958115,5.26830129842932,2.30467831413613,3.21793012565445,3.82718432460733,4.45175093193717
"CusaM_p35",0.714157625,1.4171375625,0.55762196875,1.0150851875,0.86629071875,0.9143971875
"CusaM_p36",0.890324966165414,1.84411610526316,0.488875567669173,0.97484284962406,1.45140628195489,0.852466229323308
"CusaM_p37",0.157156,0.548700262068965,0.1909102,0,0.335486475862069,0.096601275862069
"CusaM_p38",4.39306629885057,4.62412438314176,3.2337242605364,6.98521740996169,6.6116571954023,7.63344950191571
"CusaM_p39",5.23933847524752,4.68674200990099,2.308911,2.86622001980198,2.33475641584158,3.13240241584158
"CusaM_r01",1.05182115322581,1.17694588306452,0.890672883064516,1.04789052822581,1.02955813306452,1.02793953225806
"CusaM_r02",236.170422072072,555.090569594595,258.433180555556,223.407353078078,221.754116816817,261.967734234234
"CusaM_r03",3759.17699936842,5757.19318050877,4115.68239789474,12721.9707600526,12723.9060676316,11986.7286189123
"CusaM_r04",0.818607389589041,0.938694677260274,0.713518504109589,0.803169228493151,0.757992246575342,0.815245232876712
"CusaM_r05",20.7320707403793,48.5699062116564,22.8792549986057,19.6808198480201,19.7037768823201,23.3734666271612
"CusaM_r06",3615.25254335088,5532.97025754386,3971.24964210526,12330.3500856491,12309.0561345439,11609.9173066491
"CusaM_t01",0,0,0,0,0,0
"CusaM_t02",0.00359878137200223,0.00783747908533185,0.00370934802007808,0,0,0.00329122532069158
"CusaM_t03",0.22555152,0,0,0.31312656,0.47701872,0
"CusaM_t04",0,0,0,0,0,0
"CusaM_t05",0.226068172839506,0.148418419753086,0,0.221712222222222,0,0
"CusaM_t06",0,0.162458,0.179753,0,0,0
"CusaM_t07",0,0,0.177323905405405,0.15141877027027,0,0
"CusaM_t08",0,0,0,0.259278810810811,0,0.164822594594595
"CusaM_t09",0.344054465753425,0,0.187459397260274,0.300678904109589,0,0
"CusaM_t10",0.227121875,0.293890625,0,0,0,0.151844791666667
"CusaM_t11",0,0.318147069444444,0,0,0.170280263888889,0.275696027777778
"CusaM_t12",0,0,0.16567084,0,0,0
"CusaM_t13",0,0.276080421686747,0,0,0.133139457831325,0
"CusaM_t14",0,0.180233695652174,0,0,0,0
"CusaM_t15",0,0.316356693333333,0,0,0,0
"CusaM_t16",0,1.28460744,0.52727664,0,0,0.12796672
"CusaM_t17",0,0,0,0,0,0
"CusaM_t18",0.341720391891892,0,0,0.286244148648649,0.161278662162162,0
"CusaM_t19",0,0,0,0,0,0
"CusaM_t20",0,0,0,0,0,0
"CYP",11.3575000833333,13.2312892222222,13.5738647222222,131.633229638889,121.121737583333,130.238543777778
"CYP707A1",886.977091397727,1006.31460880682,1009.30259317045,266.967486545455,272.459915,247.409044034091
"DVR",4.335822,4.279412,5.564086,10.430125,10.942274,9.953477
"EF1",865.152405,863.601135,808.293091,1221.544922,1292.634888,1208.806641
"ERAF16",0.47465155443403,1.02325822638789,0.19426858111031,6.47681771088681,8.00732236697909,8.11308108363374
"ERAF17",0,0.36508,0,0,0,0
"ERF1",145.39949,139.677353,167.044693,81.510506,79.982635,79.300827
"EXTL",90.21006,85.936256,76.594963,224.186661,208.105545,218.778763
"FAD7",30.426508,34.203041,37.623714,17.814995,19.435871,15.322492
"GAL3",102.594803,94.311333,108.023994,57.542252,59.747013,55.445179
"GAPDH",195.676294105034,213.131966724674,217.665318416408,186.289523801119,196.077951334991,171.76195860348
"GL3",13.5286010082645,14.2515149454545,13.0810636524793,40.3208018553719,40.8978242752066,42.1360664628099
"GOLS",1.09974359731544,1.35668641946309,1.41618994228188,1.63047924026846,2.0909858409396,2.02230535369128
"GRX1",0.714105,1.423638,2.165786,2.544136,2.709111,2.170961
"GRX2",50.045429,59.208359,64.577087,99.786644,104.788673,81.800484
"GRX3",0.919949,1.056239,0.423496,2.388832,1.418917,1.70494
"GRX4",0.252076,0,0,0,0,0
"GRX5",0.678956,0.666655,0.314132,0.665634,0.413582,0.577547
"GRX6",5.437435,6.495445,9.506688,5.979459,7.824868,5.660544
"GRX7",0,0,0,0,0,0
"GRX8",0.605124,0.718425,0,1.144621,0.673978,0.305919
"GS1",236.889923,218.713837,269.974792,224.360184,286.79837,239.307373
"GSH1",43.0166777711235,46.3225859628598,51.6510771462396,51.5645458978644,54.931157086351,49.9471961996286
"GSH2",17.294691,18.651676,18.688362,37.004692,34.132133,35.139496
"HA2",1108.96521,1373.401001,1295.859863,216.074997,211.173187,181.581238
"HA3",0.283131,0.176366,0.353605,1.917888,1.80272,1.824126
"HEMH",11.801916,12.311179,10.81556,26.98988,25.615662,24.305399
"HMA3",0,0,0,1.07802422672872,1.27664650731383,1.26492726928191
"HMA4",16.1083790387755,18.3717647020408,17.5657045877551,39.9052895408163,33.8610651306122,38.7178291714286
"HMA5.1",0,0,0,0.355314,0.377644,0.283894
"HMA5.2",14.911622,19.651114,16.517088,40.401878,37.229645,37.870121
"HPL",79.5727540595954,65.5595936260251,60.5451254073264,23.3481760153089,21.8893407851285,26.665116442865
"HT2",2.01520376636455,2.43277743806647,1.86749744209466,0.774344712990937,0.975276858006042,0.481365720040282
"HT3",10.215623,10.155149,9.262613,5.666368,5.411608,6.739775
"HT4",8.18169102796528,6.70902438669238,8.8383333852459,3.8488765192864,4.58181946046287,4.09268896287367
"IDH",72.0019071335541,73.9149174994481,76.7748313923841,107.347617629139,119.685904240894,100.596957560155
"LBP",36.04681,37.273457,43.700027,56.799019,56.869762,43.686054
"LOC101202732",18.299826,20.05151,18.089375,15.390049,14.295757,14.233037
"LOC101202733",0.725598,1.519935,1.005047,1.530289,1.275017,1.176267
"LOC101202734",0.759839,0.438686,0.618499,1.937532,1.929828,2.799099
"LOC101202735",23.4746210609994,21.7417769776119,23.594191495782,27.6119739896171,27.0430003783258,27.4884231077223
"LOC101202736",8.81445,10.20557,9.754086,12.343202,12.903897,14.172498
"LOC101202737",63.7435900170746,58.3744148548663,68.6909357717701,25.8740074797951,27.3799588992601,26.8469961912351
"LOC101202738",66.166222,62.301178,65.871826,59.519859,58.783642,64.047737
"LOC101202739",3.225897,4.166285,3.388801,6.363231,6.27837,6.131687
"LOC101202740",1.008927,0.536132,0.579112,0.792419,0.626484,0.505274
"LOC101202741",0,0,0,0.371368,0.595538,0.443994
"LOC101202742",0,0,0,2.305508,1.575721,3.367925
"LOC101202743",3.952242,5.605171,4.21631,5.01561,4.810663,3.95424
"LOC101202744",3.802339,4.757357,3.91455,22.749317,24.877567,21.14628
"LOC101202745",4.329108,5.92485,6.408185,6.509298,5.925727,5.350845
"LOC101202746",0,0,0,0,0,0
"LOC101202747",0.321494639144639,0.532005023166023,0.23004398990199,0.888536276507277,1.02246396465696,0.766128590733591
"LOC101202748",36.548653,34.074059,32.284561,27.284416,26.707825,29.530775
"LOC101202749",0.713838,1.134933,0.8373,3.215813,3.252182,3.136398
"LOC101202751",0.262264,0.19926,0,0.796094,0.783353,0.730232
"LOC101202752",4.9931,4.566397,5.034,7.435858,7.941082,7.198689
"LOC101202753",7.80253024640136,7.23741554360711,7.00416954614733,5.53529316680779,5.4467536257409,5.5044807315834
"LOC101202754",66.1667401829041,63.9667728246975,64.2159938242321,61.5373607801737,55.2947344636984,60.5611933662737
"LOC101202755",299.035889,291.015289,323.56073,97.103127,102.459244,87.831375
"LOC101202756",27.645042,26.637779,31.209774,20.499758,23.401506,18.803133
"LOC101202757",0.428672,0.340425,0.430229,0,0.168808,0.311578
"LOC101202758",1.011528,1.092454,1.360317,1.651104,1.812141,1.499597
